Wilayah;Tahun;Perkotaan_Perdesaan;Kondisi;Status;total_WERT
Ciamis;2022;Perkotaan;Keruh;Tidak;156515,4918
Ciamis;2023;Perkotaan;Keruh;Tidak;164949,6948
Cianjur;2019;Perdesaan;Berasa;Ya;2598,302246
Cianjur;2020;Perdesaan;Berasa;Ya;2036,403214
Cianjur;2022;Perdesaan;Berasa;Ya;2491,254435
Cianjur;2023;Perdesaan;Berasa;Ya;831,6328555
Cianjur;2020;Perkotaan;Berasa;Ya;508,2232666
Cianjur;2021;Perkotaan;Berasa;Ya;2698,06311
Cianjur;2022;Perkotaan;Berasa;Ya;4361,859209
Cianjur;2023;Perkotaan;Berasa;Ya;4855,784954
Cianjur;2019;Perdesaan;Berasa;Tidak;361737,684
Cianjur;2020;Perdesaan;Berasa;Tidak;360986,5286
Cianjur;2021;Perdesaan;Berasa;Tidak;393525,7483
Cianjur;2022;Perdesaan;Berasa;Tidak;367447,0859
Cianjur;2023;Perdesaan;Berasa;Tidak;358910,7167
Cianjur;2019;Perkotaan;Berasa;Tidak;283632,055
Cianjur;2020;Perkotaan;Berasa;Tidak;285848,2612
Cianjur;2021;Perkotaan;Berasa;Tidak;313393,6161
Cianjur;2022;Perkotaan;Berasa;Tidak;304214,9464
Cianjur;2023;Perkotaan;Berasa;Tidak;330250,3485
Cianjur;2019;Perdesaan;Berbau;Ya;1954,734619
Cianjur;2020;Perdesaan;Berbau;Ya;2038,487122
Cianjur;2021;Perdesaan;Berbau;Ya;813,0092773
Cianjur;2022;Perdesaan;Berbau;Ya;1304,187315
Cianjur;2019;Perkotaan;Berbau;Ya;1496,077057
Cianjur;2020;Perkotaan;Berbau;Ya;810,074646
Cianjur;2021;Perkotaan;Berbau;Ya;3664,606995
Cianjur;2022;Perkotaan;Berbau;Ya;2096,617863
Cianjur;2023;Perkotaan;Berbau;Ya;5926,287929
Cianjur;2019;Perdesaan;Berbau;Tidak;362381,2517
Cianjur;2020;Perdesaan;Berbau;Tidak;360984,4447
Cianjur;2021;Perdesaan;Berbau;Tidak;392712,7391
Cianjur;2022;Perdesaan;Berbau;Tidak;368634,153
Cianjur;2023;Perdesaan;Berbau;Tidak;359742,3495
Cianjur;2019;Perkotaan;Berbau;Tidak;282135,9779
Cianjur;2020;Perkotaan;Berbau;Tidak;285546,4098
Cianjur;2021;Perkotaan;Berbau;Tidak;312427,0722
Cianjur;2022;Perkotaan;Berbau;Tidak;306480,1877
Cianjur;2023;Perkotaan;Berbau;Tidak;329179,8455
Cianjur;2019;Perdesaan;Berbusa;Ya;1136,813965
Cianjur;2020;Perdesaan;Berbusa;Ya;1142,006775
Cianjur;2019;Perkotaan;Berbusa;Ya;956,6286926
Cianjur;2021;Perkotaan;Berbusa;Ya;725,6149902
Cianjur;2023;Perkotaan;Berbusa;Ya;1608,724661
Cianjur;2019;Perdesaan;Berbusa;Tidak;363199,1723
Cianjur;2020;Perdesaan;Berbusa;Tidak;361880,925
Cianjur;2021;Perdesaan;Berbusa;Tidak;393525,7483
Cianjur;2022;Perdesaan;Berbusa;Tidak;369938,3403
Cianjur;2023;Perdesaan;Berbusa;Tidak;359742,3495
Cianjur;2019;Perkotaan;Berbusa;Tidak;282675,4263
Cianjur;2020;Perkotaan;Berbusa;Tidak;286356,4845
Cianjur;2021;Perkotaan;Berbusa;Tidak;315366,0642
Cianjur;2022;Perkotaan;Berbusa;Tidak;308576,8056
Cianjur;2023;Perkotaan;Berbusa;Tidak;333497,4088
Cianjur;2019;Perdesaan;Berwarna;Ya;5267,238876
Cianjur;2020;Perdesaan;Berwarna;Ya;5288,478271
Cianjur;2021;Perdesaan;Berwarna;Ya;7614,305206
Cianjur;2022;Perdesaan;Berwarna;Ya;3807,96384
Cianjur;2023;Perdesaan;Berwarna;Ya;570,7644122
Cianjur;2019;Perkotaan;Berwarna;Ya;716,5395508
Cianjur;2020;Perkotaan;Berwarna;Ya;508,2232666
Cianjur;2021;Perkotaan;Berwarna;Ya;725,6149902
Cianjur;2022;Perkotaan;Berwarna;Ya;1096,182047
Cianjur;2023;Perkotaan;Berwarna;Ya;2706,156837
Cianjur;2019;Perdesaan;Berwarna;Tidak;359068,7474
Cianjur;2020;Perdesaan;Berwarna;Tidak;357734,4535
Cianjur;2021;Perdesaan;Berwarna;Tidak;385911,4431
Cianjur;2022;Perdesaan;Berwarna;Tidak;366130,3765
Cianjur;2023;Perdesaan;Berwarna;Tidak;359171,5851
Cianjur;2019;Perkotaan;Berwarna;Tidak;282915,5154
Cianjur;2020;Perkotaan;Berwarna;Tidak;285848,2612
Cianjur;2021;Perkotaan;Berwarna;Tidak;315366,0642
Cianjur;2022;Perkotaan;Berwarna;Tidak;307480,6235
Cianjur;2023;Perkotaan;Berwarna;Tidak;332399,9766
Cianjur;2019;Perdesaan;Keruh;Ya;13035,5275
Cianjur;2020;Perdesaan;Keruh;Ya;8909,093536
Cianjur;2021;Perdesaan;Keruh;Ya;14139,34984
Cianjur;2022;Perdesaan;Keruh;Ya;3790,366517
Cianjur;2023;Perdesaan;Keruh;Ya;4945,127208
Cianjur;2019;Perkotaan;Keruh;Ya;3445,042709
Cianjur;2020;Perkotaan;Keruh;Ya;8672,644653
Cianjur;2021;Perkotaan;Keruh;Ya;4611,027039
Cianjur;2022;Perkotaan;Keruh;Ya;4381,124556
Cianjur;2023;Perkotaan;Keruh;Ya;6525,793536
Cianjur;2019;Perdesaan;Keruh;Tidak;351300,4588
Cianjur;2020;Perdesaan;Keruh;Tidak;354113,8383
Cianjur;2021;Perdesaan;Keruh;Tidak;379386,3985
Cianjur;2022;Perdesaan;Keruh;Tidak;366147,9738
Cianjur;2023;Perdesaan;Keruh;Tidak;354797,2223
Cianjur;2019;Perkotaan;Keruh;Tidak;280187,0123
Cianjur;2020;Perkotaan;Keruh;Tidak;277683,8398
Cianjur;2021;Perkotaan;Keruh;Tidak;311480,6522
Cianjur;2022;Perkotaan;Keruh;Tidak;304195,681
Cianjur;2023;Perkotaan;Keruh;Tidak;328580,3399
Cirebon;2019;Perdesaan;Berasa;Ya;592,8878174
Cirebon;2020;Perdesaan;Berasa;Ya;611,9836273
Cirebon;2021;Perdesaan;Berasa;Ya;811,0342546
Cirebon;2022;Perdesaan;Berasa;Ya;808,3585533
Cirebon;2023;Perdesaan;Berasa;Ya;3142,485877
Cirebon;2019;Perkotaan;Berasa;Ya;4825,322113
Cirebon;2020;Perkotaan;Berasa;Ya;2654,098328
Cirebon;2021;Perkotaan;Berasa;Ya;6954,204529
Cirebon;2022;Perkotaan;Berasa;Ya;7059,377431
Cirebon;2023;Perkotaan;Berasa;Ya;18256,42745
Cirebon;2019;Perdesaan;Berasa;Tidak;70641,25357
Cirebon;2020;Perdesaan;Berasa;Tidak;72452,62377
Cirebon;2021;Perdesaan;Berasa;Tidak;58541,97775
Cirebon;2022;Perdesaan;Berasa;Tidak;56256,00954
Cirebon;2023;Perdesaan;Berasa;Tidak;41470,52276
Cirebon;2019;Perkotaan;Berasa;Tidak;529278,5214
Cirebon;2020;Perkotaan;Berasa;Tidak;522714,246
Cirebon;2021;Perkotaan;Berasa;Tidak;573716,6675
Cirebon;2022;Perkotaan;Berasa;Tidak;571092,0955
Cirebon;2023;Perkotaan;Berasa;Tidak;562799,6797
Cirebon;2019;Perdesaan;Berbau;Ya;527,3850708
Cirebon;2020;Perdesaan;Berbau;Ya;1308,562218
Cirebon;2021;Perdesaan;Berbau;Ya;983,4906158
Cirebon;2022;Perdesaan;Berbau;Ya;271,1517063
Cirebon;2023;Perdesaan;Berbau;Ya;366,7661899
Cirebon;2019;Perkotaan;Berbau;Ya;8881,111786
Cirebon;2020;Perkotaan;Berbau;Ya;5953,000977
Cirebon;2021;Perkotaan;Berbau;Ya;7448,202881
Cirebon;2022;Perkotaan;Berbau;Ya;8908,79505
Cirebon;2023;Perkotaan;Berbau;Ya;3527,401238
Cirebon;2019;Perdesaan;Berbau;Tidak;70706,75632
Cirebon;2020;Perdesaan;Berbau;Tidak;71756,04518
Cirebon;2021;Perdesaan;Berbau;Tidak;58369,52139
Cirebon;2022;Perdesaan;Berbau;Tidak;56793,21639
Cirebon;2023;Perdesaan;Berbau;Tidak;44246,24245
Cirebon;2019;Perkotaan;Berbau;Tidak;525222,7318
Cirebon;2020;Perkotaan;Berbau;Tidak;519415,3434
Cirebon;2021;Perkotaan;Berbau;Tidak;573222,6691
Cirebon;2022;Perkotaan;Berbau;Tidak;569242,6779
Cirebon;2023;Perkotaan;Berbau;Tidak;577528,7059
Cirebon;2020;Perdesaan;Berbusa;Ya;176,492569
Cirebon;2021;Perdesaan;Berbusa;Ya;292,4414978
Cirebon;2023;Perdesaan;Berbusa;Ya;351,7644597
Cirebon;2019;Perkotaan;Berbusa;Ya;3641,572083
Cirebon;2020;Perkotaan;Berbusa;Ya;2506,141235
Cirebon;2021;Perkotaan;Berbusa;Ya;2601,013672
Cirebon;2022;Perkotaan;Berbusa;Ya;1010,248033
Cirebon;2023;Perkotaan;Berbusa;Ya;235,9136761
Cirebon;2019;Perdesaan;Berbusa;Tidak;71234,14139
Cirebon;2020;Perdesaan;Berbusa;Tidak;72888,11483
Cirebon;2021;Perdesaan;Berbusa;Tidak;59060,57051
Cirebon;2022;Perdesaan;Berbusa;Tidak;57064,36809
Cirebon;2023;Perdesaan;Berbusa;Tidak;44261,24418
Cirebon;2019;Perkotaan;Berbusa;Tidak;530462,2715
Cirebon;2020;Perkotaan;Berbusa;Tidak;522862,2031
Cirebon;2021;Perkotaan;Berbusa;Tidak;578069,8583
Cirebon;2022;Perkotaan;Berbusa;Tidak;577141,2249
Cirebon;2023;Perkotaan;Berbusa;Tidak;580820,1935
Cirebon;2019;Perdesaan;Berwarna;Ya;789,9093018
Cirebon;2020;Perdesaan;Berwarna;Ya;1809,174576
Cirebon;2021;Perdesaan;Berwarna;Ya;508,2233109
Cirebon;2022;Perdesaan;Berwarna;Ya;320,8105716
Cirebon;2023;Perdesaan;Berwarna;Ya;540,5896455
Cirebon;2019;Perkotaan;Berwarna;Ya;10470,09012
Cirebon;2020;Perkotaan;Berwarna;Ya;4749,480652
Cirebon;2021;Perkotaan;Berwarna;Ya;4343,686066
Cirebon;2022;Perkotaan;Berwarna;Ya;8237,426497
Cirebon;2023;Perkotaan;Berwarna;Ya;2308,496011
Cirebon;2019;Perdesaan;Berwarna;Tidak;70444,23209
Cirebon;2020;Perdesaan;Berwarna;Tidak;71255,43282
Cirebon;2021;Perdesaan;Berwarna;Tidak;58844,78869
Cirebon;2022;Perdesaan;Berwarna;Tidak;56743,55752
Cirebon;2023;Perdesaan;Berwarna;Tidak;44072,41899
Cirebon;2019;Perkotaan;Berwarna;Tidak;523633,7534
Cirebon;2020;Perkotaan;Berwarna;Tidak;520618,8637
Cirebon;2021;Perkotaan;Berwarna;Tidak;576327,1859
Cirebon;2022;Perkotaan;Berwarna;Tidak;569914,0464
Cirebon;2023;Perkotaan;Berwarna;Tidak;578747,6112
Cirebon;2019;Perdesaan;Keruh;Ya;917,8792725
Cirebon;2020;Perdesaan;Keruh;Ya;643,8550262
Cirebon;2021;Perdesaan;Keruh;Ya;523,5007005
Cirebon;2022;Perdesaan;Keruh;Ya;491,6450778
Cirebon;2023;Perdesaan;Keruh;Ya;540,5896455
Cirebon;2019;Perkotaan;Keruh;Ya;11824,99875
Cirebon;2020;Perkotaan;Keruh;Ya;8620,861237
Cirebon;2021;Perkotaan;Keruh;Ya;9322,380768
Cirebon;2022;Perkotaan;Keruh;Ya;15656,76723
Cirebon;2023;Perkotaan;Keruh;Ya;3722,688175
Cirebon;2019;Perdesaan;Keruh;Tidak;70316,26212
Cirebon;2020;Perdesaan;Keruh;Tidak;72420,75237
Cirebon;2021;Perdesaan;Keruh;Tidak;58829,5113
Cirebon;2022;Perdesaan;Keruh;Tidak;56572,72301
Cirebon;2023;Perdesaan;Keruh;Tidak;44072,41899
Cirebon;2019;Perkotaan;Keruh;Tidak;522278,8448
Cirebon;2020;Perkotaan;Keruh;Tidak;516747,4831
Cirebon;2021;Perkotaan;Keruh;Tidak;571348,4912
Cirebon;2022;Perkotaan;Keruh;Tidak;562494,7057
Cirebon;2023;Perkotaan;Keruh;Tidak;577333,419
Garut;2019;Perdesaan;Berasa;Ya;7396,301208
Garut;2020;Perdesaan;Berasa;Ya;2928,226624
Garut;2021;Perdesaan;Berasa;Ya;272,6246338
Garut;2022;Perdesaan;Berasa;Ya;5672,20429
Garut;2023;Perdesaan;Berasa;Ya;6479,311132
Garut;2019;Perkotaan;Berasa;Ya;26956,9913
Garut;2020;Perkotaan;Berasa;Ya;368,1741028
Garut;2021;Perkotaan;Berasa;Ya;4573,300659
Garut;2022;Perkotaan;Berasa;Ya;3834,455955
Garut;2023;Perkotaan;Berasa;Ya;7878,593528
Garut;2019;Perdesaan;Berasa;Tidak;313785,434
Garut;2020;Perdesaan;Berasa;Tidak;315524,3071
Garut;2021;Perdesaan;Berasa;Tidak;332728,0078
Garut;2022;Perdesaan;Berasa;Tidak;295056,2508
Garut;2023;Perdesaan;Berasa;Tidak;270034,5753
Garut;2019;Perkotaan;Berasa;Tidak;343763,619
Garut;2020;Perkotaan;Berasa;Tidak;379463,6113
Garut;2021;Perkotaan;Berasa;Tidak;392892,3804
Garut;2022;Perkotaan;Berasa;Tidak;386458,5867
Garut;2023;Perkotaan;Berasa;Tidak;384628,1134
Garut;2019;Perdesaan;Berbau;Ya;1751,500031
Garut;2020;Perdesaan;Berbau;Ya;2967,90802
Garut;2022;Perdesaan;Berbau;Ya;5642,907035
Garut;2023;Perdesaan;Berbau;Ya;1091,3437
Garut;2019;Perkotaan;Berbau;Ya;2493,096436
Garut;2020;Perkotaan;Berbau;Ya;1019,394257
Garut;2021;Perkotaan;Berbau;Ya;5525,937653
Garut;2022;Perkotaan;Berbau;Ya;3834,455955
Garut;2019;Perdesaan;Berbau;Tidak;319430,2352
Garut;2020;Perdesaan;Berbau;Tidak;315484,6257
Garut;2021;Perdesaan;Berbau;Tidak;333000,6325
Garut;2022;Perdesaan;Berbau;Tidak;295085,5481
Garut;2023;Perdesaan;Berbau;Tidak;275422,5427
Garut;2019;Perkotaan;Berbau;Tidak;368227,5138
Garut;2020;Perkotaan;Berbau;Tidak;378812,3911
Garut;2021;Perkotaan;Berbau;Tidak;391939,7434
Garut;2022;Perkotaan;Berbau;Tidak;386458,5867
Garut;2023;Perkotaan;Berbau;Tidak;392506,7069
Garut;2019;Perdesaan;Berbusa;Ya;588,4274902
Garut;2022;Perdesaan;Berbusa;Ya;1874,517808
Garut;2023;Perdesaan;Berbusa;Ya;986,1759639
Garut;2021;Perkotaan;Berbusa;Ya;3729,07959
Garut;2022;Perkotaan;Berbusa;Ya;3834,455955
Garut;2019;Perdesaan;Berbusa;Tidak;320593,3078
Garut;2020;Perdesaan;Berbusa;Tidak;318452,5338
Garut;2021;Perdesaan;Berbusa;Tidak;333000,6325
Garut;2022;Perdesaan;Berbusa;Tidak;298853,9373
Garut;2023;Perdesaan;Berbusa;Tidak;275527,7105
Garut;2019;Perkotaan;Berbusa;Tidak;370720,6103
Garut;2020;Perkotaan;Berbusa;Tidak;379831,7854
Garut;2021;Perkotaan;Berbusa;Tidak;393736,6014
Garut;2022;Perkotaan;Berbusa;Tidak;386458,5867
Garut;2023;Perkotaan;Berbusa;Tidak;392506,7069
Garut;2019;Perdesaan;Berwarna;Ya;4297,711731
Garut;2020;Perdesaan;Berwarna;Ya;2352,298035
Garut;2021;Perdesaan;Berwarna;Ya;741,8945313
Garut;2022;Perdesaan;Berwarna;Ya;3946,096523
Garut;2023;Perdesaan;Berwarna;Ya;6776,801641
Garut;2019;Perkotaan;Berwarna;Ya;7635,776154
Garut;2020;Perkotaan;Berwarna;Ya;5569,122589
Garut;2021;Perkotaan;Berwarna;Ya;5989,483673
Garut;2022;Perkotaan;Berwarna;Ya;3834,455955
Garut;2023;Perkotaan;Berwarna;Ya;8288,726722
Garut;2019;Perdesaan;Berwarna;Tidak;316884,0235
Garut;2020;Perdesaan;Berwarna;Tidak;316100,2357
Garut;2021;Perdesaan;Berwarna;Tidak;332258,7379
Garut;2022;Perdesaan;Berwarna;Tidak;296782,3586
Garut;2023;Perdesaan;Berwarna;Tidak;269737,0848
Garut;2019;Perkotaan;Berwarna;Tidak;363084,8341
Garut;2020;Perkotaan;Berwarna;Tidak;374262,6628
Garut;2021;Perkotaan;Berwarna;Tidak;391476,1973
Garut;2022;Perkotaan;Berwarna;Tidak;386458,5867
Garut;2023;Perkotaan;Berwarna;Tidak;384217,9802
Garut;2019;Perdesaan;Keruh;Ya;6174,174561
Garut;2020;Perdesaan;Keruh;Ya;16432,34988
Garut;2021;Perdesaan;Keruh;Ya;9205,796417
Garut;2022;Perdesaan;Keruh;Ya;6286,992422
Garut;2023;Perdesaan;Keruh;Ya;4796,083219
Garut;2019;Perkotaan;Keruh;Ya;11817,32022
Garut;2020;Perkotaan;Keruh;Ya;1019,394257
Garut;2021;Perkotaan;Keruh;Ya;16331,71329
Garut;2022;Perkotaan;Keruh;Ya;4737,418111
Garut;2023;Perkotaan;Keruh;Ya;3324,959001
Garut;2019;Perdesaan;Keruh;Tidak;315007,5607
Garut;2020;Perdesaan;Keruh;Tidak;302020,1839
Garut;2021;Perdesaan;Keruh;Tidak;323794,8361
Garut;2022;Perdesaan;Keruh;Tidak;294441,4627
Garut;2023;Perdesaan;Keruh;Tidak;271717,8032
Garut;2019;Perkotaan;Keruh;Tidak;358903,29
Garut;2020;Perkotaan;Keruh;Tidak;378812,3911
Garut;2021;Perkotaan;Keruh;Tidak;381133,9677
Garut;2022;Perkotaan;Keruh;Tidak;385555,6246
Garut;2023;Perkotaan;Keruh;Tidak;389181,7479
Indramayu;2019;Perdesaan;Berasa;Ya;4852,375214
Indramayu;2020;Perdesaan;Berasa;Ya;2332,181946
Indramayu;2021;Perdesaan;Berasa;Ya;1743,694153
Indramayu;2022;Perdesaan;Berasa;Ya;1657,334113
Indramayu;2023;Perdesaan;Berasa;Ya;7411,258385
Indramayu;2019;Perkotaan;Berasa;Ya;7302,173523
Indramayu;2020;Perkotaan;Berasa;Ya;1448,683411
Indramayu;2021;Perkotaan;Berasa;Ya;3155,567963
Indramayu;2022;Perkotaan;Berasa;Ya;5758,408796
Indramayu;2023;Perkotaan;Berasa;Ya;3166,095863
Indramayu;2019;Perdesaan;Berasa;Tidak;255745,5739
Indramayu;2020;Perdesaan;Berasa;Tidak;257098,8376
Indramayu;2021;Perdesaan;Berasa;Tidak;263066,2014
Indramayu;2022;Perdesaan;Berasa;Tidak;245755,4497
Indramayu;2023;Perdesaan;Berasa;Tidak;227964,1194
Indramayu;2019;Perkotaan;Berasa;Tidak;270273,2513
Indramayu;2020;Perkotaan;Berasa;Tidak;290495,4611
Indramayu;2021;Perkotaan;Berasa;Tidak;296891,2765
Indramayu;2022;Perkotaan;Berasa;Tidak;288051,0009
Indramayu;2023;Perkotaan;Berasa;Tidak;314445,9022
Indramayu;2019;Perdesaan;Berbau;Ya;6747,412643
Indramayu;2020;Perdesaan;Berbau;Ya;2322,912231
Indramayu;2021;Perdesaan;Berbau;Ya;769,3965454
Indramayu;2022;Perdesaan;Berbau;Ya;645,3074812
Indramayu;2023;Perdesaan;Berbau;Ya;567,6149972
Indramayu;2019;Perkotaan;Berbau;Ya;9069,745605
Indramayu;2020;Perkotaan;Berbau;Ya;1266,980835
Indramayu;2021;Perkotaan;Berbau;Ya;775,4851685
Indramayu;2022;Perkotaan;Berbau;Ya;1626,863522
Indramayu;2023;Perkotaan;Berbau;Ya;8477,806447
Indramayu;2019;Perdesaan;Berbau;Tidak;253850,5365
Indramayu;2020;Perdesaan;Berbau;Tidak;257108,1073
Indramayu;2021;Perdesaan;Berbau;Tidak;264040,499
Indramayu;2022;Perdesaan;Berbau;Tidak;246767,4763
Indramayu;2023;Perdesaan;Berbau;Tidak;234807,7628
Indramayu;2019;Perkotaan;Berbau;Tidak;268505,6792
Indramayu;2020;Perkotaan;Berbau;Tidak;290677,1637
Indramayu;2021;Perkotaan;Berbau;Tidak;299271,3593
Indramayu;2022;Perkotaan;Berbau;Tidak;292182,5461
Indramayu;2023;Perkotaan;Berbau;Tidak;309134,1916
Indramayu;2019;Perkotaan;Berbusa;Ya;912,7347717
Indramayu;2021;Perkotaan;Berbusa;Ya;3413,433594
Indramayu;2023;Perkotaan;Berbusa;Ya;2115,966922
Indramayu;2019;Perdesaan;Berbusa;Tidak;260597,9492
Indramayu;2020;Perdesaan;Berbusa;Tidak;259431,0196
Indramayu;2021;Perdesaan;Berbusa;Tidak;264809,8955
Indramayu;2022;Perdesaan;Berbusa;Tidak;247412,7838
Indramayu;2023;Perdesaan;Berbusa;Tidak;235375,3778
Indramayu;2019;Perkotaan;Berbusa;Tidak;276662,6901
Indramayu;2020;Perkotaan;Berbusa;Tidak;291944,1445
Indramayu;2021;Perkotaan;Berbusa;Tidak;296633,4109
Indramayu;2022;Perkotaan;Berbusa;Tidak;293809,4097
Indramayu;2023;Perkotaan;Berbusa;Tidak;315496,0311
Indramayu;2019;Perdesaan;Berwarna;Ya;3527,017578
Indramayu;2020;Perdesaan;Berwarna;Ya;185,6190796
Indramayu;2022;Perdesaan;Berwarna;Ya;334,1224527
Indramayu;2023;Perdesaan;Berwarna;Ya;1834,317436
Indramayu;2019;Perkotaan;Berwarna;Ya;6564,247803
Indramayu;2020;Perkotaan;Berwarna;Ya;1585,340729
Indramayu;2021;Perkotaan;Berwarna;Ya;501,0163879
Indramayu;2022;Perkotaan;Berwarna;Ya;1574,023448
Indramayu;2023;Perkotaan;Berwarna;Ya;1367,96078
Indramayu;2019;Perdesaan;Berwarna;Tidak;257070,9316
Indramayu;2020;Perdesaan;Berwarna;Tidak;259245,4005
Indramayu;2021;Perdesaan;Berwarna;Tidak;264809,8955
Indramayu;2022;Perdesaan;Berwarna;Tidak;247078,6613
Indramayu;2023;Perdesaan;Berwarna;Tidak;233541,0604
Indramayu;2019;Perkotaan;Berwarna;Tidak;271011,177
Indramayu;2020;Perkotaan;Berwarna;Tidak;290358,8038
Indramayu;2021;Perkotaan;Berwarna;Tidak;299545,8281
Indramayu;2022;Perkotaan;Berwarna;Tidak;292235,3862
Indramayu;2023;Perkotaan;Berwarna;Tidak;316244,0373
Indramayu;2019;Perdesaan;Keruh;Ya;5067,723911
Indramayu;2020;Perdesaan;Keruh;Ya;968,3653564
Indramayu;2021;Perdesaan;Keruh;Ya;1329,103149
Indramayu;2022;Perdesaan;Keruh;Ya;1848,067484
Indramayu;2023;Perdesaan;Keruh;Ya;5866,175471
Indramayu;2019;Perkotaan;Keruh;Ya;6299,105591
Indramayu;2020;Perkotaan;Keruh;Ya;2032,753845
Indramayu;2021;Perkotaan;Keruh;Ya;622,0094604
Indramayu;2022;Perkotaan;Keruh;Ya;3041,38094
Indramayu;2023;Perkotaan;Keruh;Ya;19399,16216
Indramayu;2019;Perdesaan;Keruh;Tidak;255530,2252
Indramayu;2020;Perdesaan;Keruh;Tidak;258462,6542
Indramayu;2021;Perdesaan;Keruh;Tidak;263480,7924
Indramayu;2022;Perdesaan;Keruh;Tidak;245564,7163
Indramayu;2023;Perdesaan;Keruh;Tidak;229509,2023
Indramayu;2019;Perkotaan;Keruh;Tidak;271276,3192
Indramayu;2020;Perkotaan;Keruh;Tidak;289911,3907
Indramayu;2021;Perkotaan;Keruh;Tidak;299424,835
Indramayu;2022;Perkotaan;Keruh;Tidak;290768,0287
Indramayu;2023;Perkotaan;Keruh;Tidak;298212,8359
Karawang;2019;Perdesaan;Berasa;Ya;8871,271637
Karawang;2020;Perdesaan;Berasa;Ya;8597,449112
Karawang;2021;Perdesaan;Berasa;Ya;6626,244965
Karawang;2022;Perdesaan;Berasa;Ya;5766,155862
Karawang;2023;Perdesaan;Berasa;Ya;10248,40282
Karawang;2019;Perkotaan;Berasa;Ya;14438,21927
Karawang;2020;Perkotaan;Berasa;Ya;8345,839508
Karawang;2021;Perkotaan;Berasa;Ya;5556,73053
Karawang;2022;Perkotaan;Berasa;Ya;9825,424531
Karawang;2023;Perkotaan;Berasa;Ya;6920,912058
Karawang;2019;Perdesaan;Berasa;Tidak;182859,808
Karawang;2020;Perdesaan;Berasa;Tidak;177109,2525
Karawang;2021;Perdesaan;Berasa;Tidak;183054,0305
Karawang;2022;Perdesaan;Berasa;Tidak;163153,8483
Karawang;2023;Perdesaan;Berasa;Tidak;153488,4457
Karawang;2019;Perkotaan;Berasa;Tidak;451776,7365
Karawang;2020;Perkotaan;Berasa;Tidak;467188,0197
Karawang;2021;Perkotaan;Berasa;Tidak;509197,2865
Karawang;2022;Perkotaan;Berasa;Tidak;489045,8224
Karawang;2023;Perkotaan;Berasa;Tidak;510424,1128
Karawang;2019;Perdesaan;Berbau;Ya;1214,728241
Karawang;2020;Perdesaan;Berbau;Ya;4276,472855
Karawang;2022;Perdesaan;Berbau;Ya;2135,126865
Karawang;2023;Perdesaan;Berbau;Ya;2002,905901
Karawang;2019;Perkotaan;Berbau;Ya;2091,370789
Karawang;2020;Perkotaan;Berbau;Ya;5712,609344
Karawang;2021;Perkotaan;Berbau;Ya;2171,67688
Karawang;2022;Perkotaan;Berbau;Ya;1011,160024
Karawang;2023;Perkotaan;Berbau;Ya;2741,680473
Karawang;2019;Perdesaan;Berbau;Tidak;190516,3514
Karawang;2020;Perdesaan;Berbau;Tidak;181430,2287
Karawang;2021;Perdesaan;Berbau;Tidak;189680,2755
Karawang;2022;Perdesaan;Berbau;Tidak;166784,8773
Karawang;2023;Perdesaan;Berbau;Tidak;161733,9427
Karawang;2019;Perkotaan;Berbau;Tidak;464123,585
Karawang;2020;Perkotaan;Berbau;Tidak;469821,2498
Karawang;2021;Perkotaan;Berbau;Tidak;512582,3402
Karawang;2022;Perkotaan;Berbau;Tidak;497860,087
Karawang;2023;Perkotaan;Berbau;Tidak;514603,3444
Karawang;2019;Perdesaan;Berbusa;Ya;3219,242249
Karawang;2022;Perdesaan;Berbusa;Ya;313,4230072
Karawang;2023;Perdesaan;Berbusa;Ya;1818,990801
Karawang;2019;Perkotaan;Berbusa;Ya;3475,180298
Karawang;2020;Perkotaan;Berbusa;Ya;990,8742065
Karawang;2021;Perkotaan;Berbusa;Ya;1064,192749
Karawang;2023;Perkotaan;Berbusa;Ya;43,36694919
Karawang;2019;Perdesaan;Berbusa;Tidak;188511,8374
Karawang;2020;Perdesaan;Berbusa;Tidak;185706,7016
Karawang;2021;Perdesaan;Berbusa;Tidak;189680,2755
Karawang;2022;Perdesaan;Berbusa;Tidak;168606,5812
Karawang;2023;Perdesaan;Berbusa;Tidak;161917,8578
Karawang;2019;Perkotaan;Berbusa;Tidak;462739,7755
Karawang;2020;Perkotaan;Berbusa;Tidak;474542,985
Karawang;2021;Perkotaan;Berbusa;Tidak;513689,8243
Karawang;2022;Perkotaan;Berbusa;Tidak;498871,247
Karawang;2023;Perkotaan;Berbusa;Tidak;517301,6579
Karawang;2019;Perdesaan;Berwarna;Ya;3814,8797
Karawang;2020;Perdesaan;Berwarna;Ya;2280,883514
Karawang;2023;Perdesaan;Berwarna;Ya;3590,006517
Karawang;2019;Perkotaan;Berwarna;Ya;2462,939392
Karawang;2020;Perkotaan;Berwarna;Ya;10601,9249
Karawang;2021;Perkotaan;Berwarna;Ya;1865,228943
Karawang;2022;Perkotaan;Berwarna;Ya;2183,841855
Karawang;2023;Perkotaan;Berwarna;Ya;2247,49261
Karawang;2019;Perdesaan;Berwarna;Tidak;187916,1999
Karawang;2020;Perdesaan;Berwarna;Tidak;183425,8181
Karawang;2021;Perdesaan;Berwarna;Tidak;189680,2755
Karawang;2022;Perdesaan;Berwarna;Tidak;168920,0042
Karawang;2023;Perdesaan;Berwarna;Tidak;160146,842
