Wilayah;Tahun;Perkotaan_Perdesaan;Kondisi;Status;total_WERT
Karawang;2019;Perkotaan;Berwarna;Tidak;463752,0164
Karawang;2020;Perkotaan;Berwarna;Tidak;464931,9343
Karawang;2021;Perkotaan;Berwarna;Tidak;512888,7881
Karawang;2022;Perkotaan;Berwarna;Tidak;496687,4051
Karawang;2023;Perkotaan;Berwarna;Tidak;515097,5323
Karawang;2019;Perdesaan;Keruh;Ya;4232,168564
Karawang;2020;Perdesaan;Keruh;Ya;7374,636314
Karawang;2021;Perdesaan;Keruh;Ya;476,2513733
Karawang;2022;Perdesaan;Keruh;Ya;1403,358535
Karawang;2023;Perdesaan;Keruh;Ya;1951,809368
Karawang;2019;Perkotaan;Keruh;Ya;4293,315796
Karawang;2020;Perkotaan;Keruh;Ya;6426,582428
Karawang;2021;Perkotaan;Keruh;Ya;1573,788147
Karawang;2022;Perkotaan;Keruh;Ya;4901,659076
Karawang;2023;Perkotaan;Keruh;Ya;15635,50539
Karawang;2019;Perdesaan;Keruh;Tidak;187498,9111
Karawang;2020;Perdesaan;Keruh;Tidak;178332,0653
Karawang;2021;Perdesaan;Keruh;Tidak;189204,0241
Karawang;2022;Perdesaan;Keruh;Tidak;167516,6457
Karawang;2023;Perdesaan;Keruh;Tidak;161785,0392
Karawang;2019;Perkotaan;Keruh;Tidak;461921,64
Karawang;2020;Perkotaan;Keruh;Tidak;469107,2768
Karawang;2021;Perkotaan;Keruh;Tidak;513180,2289
Karawang;2022;Perkotaan;Keruh;Tidak;493969,5879
Karawang;2023;Perkotaan;Keruh;Tidak;501709,5195
Kota Bandung;2019;Perkotaan;Berasa;Ya;1499,819824
Kota Bandung;2020;Perkotaan;Berasa;Ya;706,147644
Kota Bandung;2021;Perkotaan;Berasa;Ya;5849,790619
Kota Bandung;2022;Perkotaan;Berasa;Ya;7949,600809
Kota Bandung;2023;Perkotaan;Berasa;Ya;940,1520731
Kota Bandung;2019;Perkotaan;Berasa;Tidak;737153,7808
Kota Bandung;2020;Perkotaan;Berasa;Tidak;751511,1724
Kota Bandung;2021;Perkotaan;Berasa;Tidak;727006,2408
Kota Bandung;2022;Perkotaan;Berasa;Tidak;688295,2584
Kota Bandung;2023;Perkotaan;Berasa;Tidak;672438,6361
Kota Bandung;2019;Perkotaan;Berbau;Ya;5058,293945
Kota Bandung;2020;Perkotaan;Berbau;Ya;4155,35614
Kota Bandung;2021;Perkotaan;Berbau;Ya;4674,472992
Kota Bandung;2022;Perkotaan;Berbau;Ya;6214,849512
Kota Bandung;2023;Perkotaan;Berbau;Ya;4485,182827
Kota Bandung;2019;Perkotaan;Berbau;Tidak;733595,3067
Kota Bandung;2020;Perkotaan;Berbau;Tidak;748061,9639
Kota Bandung;2021;Perkotaan;Berbau;Tidak;728181,5585
Kota Bandung;2022;Perkotaan;Berbau;Tidak;690030,0097
Kota Bandung;2023;Perkotaan;Berbau;Tidak;668893,6053
Kota Bandung;2019;Perkotaan;Berbusa;Ya;1499,819824
Kota Bandung;2020;Perkotaan;Berbusa;Ya;706,147644
Kota Bandung;2021;Perkotaan;Berbusa;Ya;4127,490448
Kota Bandung;2022;Perkotaan;Berbusa;Ya;1143,339728
Kota Bandung;2023;Perkotaan;Berbusa;Ya;1349,641535
Kota Bandung;2019;Perkotaan;Berbusa;Tidak;737153,7808
Kota Bandung;2020;Perkotaan;Berbusa;Tidak;751511,1724
Kota Bandung;2021;Perkotaan;Berbusa;Tidak;728728,541
Kota Bandung;2022;Perkotaan;Berbusa;Tidak;695101,5195
Kota Bandung;2023;Perkotaan;Berbusa;Tidak;672029,1466
Kota Bandung;2019;Perkotaan;Berwarna;Ya;5468,408752
Kota Bandung;2020;Perkotaan;Berwarna;Ya;3089,162964
Kota Bandung;2021;Perkotaan;Berwarna;Ya;8757,990036
Kota Bandung;2022;Perkotaan;Berwarna;Ya;10071,43105
Kota Bandung;2023;Perkotaan;Berwarna;Ya;3819,968526
Kota Bandung;2019;Perkotaan;Berwarna;Tidak;733185,1919
Kota Bandung;2020;Perkotaan;Berwarna;Tidak;749128,1571
Kota Bandung;2021;Perkotaan;Berwarna;Tidak;724098,0414
Kota Bandung;2022;Perkotaan;Berwarna;Tidak;686173,4281
Kota Bandung;2023;Perkotaan;Berwarna;Tidak;669558,8196
Kota Bandung;2019;Perkotaan;Keruh;Ya;6882,985962
Kota Bandung;2020;Perkotaan;Keruh;Ya;5599,987976
Kota Bandung;2021;Perkotaan;Keruh;Ya;12808,24611
Kota Bandung;2022;Perkotaan;Keruh;Ya;11946,76143
Kota Bandung;2023;Perkotaan;Keruh;Ya;7092,088325
Kota Bandung;2019;Perkotaan;Keruh;Tidak;731770,6147
Kota Bandung;2020;Perkotaan;Keruh;Tidak;746617,332
Kota Bandung;2021;Perkotaan;Keruh;Tidak;720047,7853
Kota Bandung;2022;Perkotaan;Keruh;Tidak;684298,0977
Kota Bandung;2023;Perkotaan;Keruh;Tidak;666286,6998
Kota Banjar;2020;Perdesaan;Berasa;Ya;56,59882927
Kota Banjar;2022;Perdesaan;Berasa;Ya;43,08470002
Kota Banjar;2019;Perkotaan;Berasa;Ya;169,452095
Kota Banjar;2021;Perkotaan;Berasa;Ya;280,9041901
Kota Banjar;2022;Perkotaan;Berasa;Ya;446,1405996
Kota Banjar;2023;Perkotaan;Berasa;Ya;164,9847019
Kota Banjar;2019;Perdesaan;Berasa;Tidak;9920,081926
Kota Banjar;2020;Perdesaan;Berasa;Tidak;9943,211872
Kota Banjar;2021;Perdesaan;Berasa;Tidak;9845,328994
Kota Banjar;2022;Perdesaan;Berasa;Tidak;8178,635329
Kota Banjar;2023;Perdesaan;Berasa;Tidak;8439,064271
Kota Banjar;2019;Perkotaan;Berasa;Tidak;44561,60566
Kota Banjar;2020;Perkotaan;Berasa;Tidak;44055,24808
Kota Banjar;2021;Perkotaan;Berasa;Tidak;48447,97361
Kota Banjar;2022;Perkotaan;Berasa;Tidak;42911,53948
Kota Banjar;2023;Perkotaan;Berasa;Tidak;50154,0153
Kota Banjar;2020;Perdesaan;Berbau;Ya;13,72901344
Kota Banjar;2019;Perkotaan;Berbau;Ya;743,3422089
Kota Banjar;2020;Perkotaan;Berbau;Ya;185,6169167
Kota Banjar;2021;Perkotaan;Berbau;Ya;857,0065994
Kota Banjar;2022;Perkotaan;Berbau;Ya;880,6600222
Kota Banjar;2023;Perkotaan;Berbau;Ya;817,6858143
Kota Banjar;2019;Perdesaan;Berbau;Tidak;9920,081926
Kota Banjar;2020;Perdesaan;Berbau;Tidak;9986,081688
Kota Banjar;2021;Perdesaan;Berbau;Tidak;9845,328994
Kota Banjar;2022;Perdesaan;Berbau;Tidak;8221,720029
Kota Banjar;2023;Perdesaan;Berbau;Tidak;8439,064271
Kota Banjar;2019;Perkotaan;Berbau;Tidak;43987,71554
Kota Banjar;2020;Perkotaan;Berbau;Tidak;43869,63116
Kota Banjar;2021;Perkotaan;Berbau;Tidak;47871,8712
Kota Banjar;2022;Perkotaan;Berbau;Tidak;42477,02006
Kota Banjar;2023;Perkotaan;Berbau;Tidak;49501,31419
Kota Banjar;2019;Perkotaan;Berbusa;Ya;81,14433289
Kota Banjar;2021;Perkotaan;Berbusa;Ya;346,5333176
Kota Banjar;2022;Perkotaan;Berbusa;Ya;446,1405996
Kota Banjar;2023;Perkotaan;Berbusa;Ya;164,9847019
Kota Banjar;2019;Perdesaan;Berbusa;Tidak;9920,081926
Kota Banjar;2020;Perdesaan;Berbusa;Tidak;9999,810701
Kota Banjar;2021;Perdesaan;Berbusa;Tidak;9845,328994
Kota Banjar;2022;Perdesaan;Berbusa;Tidak;8221,720029
Kota Banjar;2023;Perdesaan;Berbusa;Tidak;8439,064271
Kota Banjar;2019;Perkotaan;Berbusa;Tidak;44649,91342
Kota Banjar;2020;Perkotaan;Berbusa;Tidak;44055,24808
Kota Banjar;2021;Perkotaan;Berbusa;Tidak;48382,34449
Kota Banjar;2022;Perkotaan;Berbusa;Tidak;42911,53948
Kota Banjar;2023;Perkotaan;Berbusa;Tidak;50154,0153
Kota Banjar;2019;Perdesaan;Berwarna;Ya;121,1626949
Kota Banjar;2020;Perdesaan;Berwarna;Ya;93,43179512
Kota Banjar;2022;Perdesaan;Berwarna;Ya;1189,867131
Kota Banjar;2019;Perkotaan;Berwarna;Ya;561,5510025
Kota Tasikmalaya;2019;Perdesaan;Berasa;Tidak;1211,552271
Kuningan;2019;Perdesaan;Berasa;Tidak;140659,1527
Majalengka;2019;Perdesaan;Berasa;Tidak;159355,8756
Pangandaran;2019;Perdesaan;Berasa;Tidak;70534,51263
Purwakarta;2019;Perdesaan;Berasa;Tidak;94172,48536
Subang;2019;Perdesaan;Berasa;Tidak;262705,2821
Sukabumi;2019;Perdesaan;Berasa;Tidak;338099,1415
Sumedang;2019;Perdesaan;Berasa;Tidak;165085,4846
Tasikmalaya;2019;Perdesaan;Berasa;Tidak;334062,4432
Kota Tasikmalaya;2019;Perdesaan;Berbau;Tidak;1211,552271
Kuningan;2019;Perdesaan;Berbau;Tidak;140982,813
Majalengka;2019;Perdesaan;Berbau;Tidak;161125,7561
Pangandaran;2019;Perdesaan;Berbau;Tidak;77362,20206
Purwakarta;2019;Perdesaan;Berbau;Tidak;94357,21866
Subang;2019;Perdesaan;Berbau;Tidak;269215,8166
Sukabumi;2019;Perdesaan;Berbau;Tidak;336439,8187
Sumedang;2019;Perdesaan;Berbau;Tidak;165508,6328
Tasikmalaya;2019;Perdesaan;Berbau;Tidak;335052,1727
Kota Tasikmalaya;2019;Perdesaan;Berbusa;Tidak;1211,552271
Kuningan;2019;Perdesaan;Berbusa;Tidak;141503,8178
Majalengka;2019;Perdesaan;Berbusa;Tidak;161652,2081
Pangandaran;2019;Perdesaan;Berbusa;Tidak;77362,20206
Purwakarta;2019;Perdesaan;Berbusa;Tidak;94357,21866
Subang;2019;Perdesaan;Berbusa;Tidak;269991,5748
Sukabumi;2019;Perdesaan;Berbusa;Tidak;338099,1415
Sumedang;2019;Perdesaan;Berbusa;Tidak;165939,4427
Tasikmalaya;2019;Perdesaan;Berbusa;Tidak;335052,1727
Kota Banjar;2019;Perdesaan;Berwarna;Tidak;9798,919231
Kota Tasikmalaya;2019;Perdesaan;Berwarna;Tidak;1189,199392
Kuningan;2019;Perdesaan;Berwarna;Tidak;140334,4948
Majalengka;2019;Perdesaan;Berwarna;Tidak;160259,6837
Pangandaran;2019;Perdesaan;Berwarna;Tidak;77000,75583
Purwakarta;2019;Perdesaan;Berwarna;Tidak;94214,57007
Subang;2019;Perdesaan;Berwarna;Tidak;269246,7517
Sukabumi;2019;Perdesaan;Berwarna;Tidak;332327,7373
Sumedang;2019;Perdesaan;Berwarna;Tidak;165574,3227
Tasikmalaya;2019;Perdesaan;Berwarna;Tidak;333753,6886
Kota Banjar;2019;Perdesaan;Keruh;Tidak;9742,431854
Kota Tasikmalaya;2019;Perdesaan;Keruh;Tidak;1189,199392
Kuningan;2019;Perdesaan;Keruh;Tidak;140602,2025
Majalengka;2019;Perdesaan;Keruh;Tidak;161036,8033
Pangandaran;2019;Perdesaan;Keruh;Tidak;76534,81995
Purwakarta;2019;Perdesaan;Keruh;Tidak;93989,35711
Subang;2019;Perdesaan;Keruh;Tidak;268249,8533
Sukabumi;2019;Perdesaan;Keruh;Tidak;332128,4283
Sumedang;2019;Perdesaan;Keruh;Tidak;164629,4351
Tasikmalaya;2019;Perdesaan;Keruh;Tidak;330462,6424
Kota Tasikmalaya;2020;Perdesaan;Berasa;Tidak;1471,106096
Kuningan;2020;Perdesaan;Berasa;Tidak;144310,848
Majalengka;2020;Perdesaan;Berasa;Tidak;160345,9783
Pangandaran;2020;Perdesaan;Berasa;Tidak;78925,41995
Purwakarta;2020;Perdesaan;Berasa;Tidak;93429,96687
Subang;2020;Perdesaan;Berasa;Tidak;275949,6047
Sukabumi;2020;Perdesaan;Berasa;Tidak;348636,3843
Sumedang;2020;Perdesaan;Berasa;Tidak;166965,2319
Tasikmalaya;2020;Perdesaan;Berasa;Tidak;343407,1803
Kota Tasikmalaya;2020;Perdesaan;Berbau;Tidak;1471,106096
Kuningan;2020;Perdesaan;Berbau;Tidak;141716,3344
Majalengka;2020;Perdesaan;Berbau;Tidak;161852,4517
Pangandaran;2020;Perdesaan;Berbau;Tidak;80190,8358
Purwakarta;2020;Perdesaan;Berbau;Tidak;91510,95266
Subang;2020;Perdesaan;Berbau;Tidak;276445,7237
Sukabumi;2020;Perdesaan;Berbau;Tidak;347041,3814
Sumedang;2020;Perdesaan;Berbau;Tidak;166965,2319
Tasikmalaya;2020;Perdesaan;Berbau;Tidak;343077,2629
Kota Tasikmalaya;2020;Perdesaan;Berbusa;Tidak;1471,106096
Kuningan;2020;Perdesaan;Berbusa;Tidak;144712,1673
Majalengka;2020;Perdesaan;Berbusa;Tidak;162867,3836
Pangandaran;2020;Perdesaan;Berbusa;Tidak;80190,8358
Purwakarta;2020;Perdesaan;Berbusa;Tidak;94740,10019
Subang;2020;Perdesaan;Berbusa;Tidak;278183,4153
Sukabumi;2020;Perdesaan;Berbusa;Tidak;348017,6825
Sumedang;2020;Perdesaan;Berbusa;Tidak;166965,2319
Tasikmalaya;2020;Perdesaan;Berbusa;Tidak;343666,9249
Kota Banjar;2020;Perdesaan;Berwarna;Tidak;9906,378906
Kota Tasikmalaya;2020;Perdesaan;Berwarna;Tidak;1471,106096
Kuningan;2020;Perdesaan;Berwarna;Tidak;144167,7581
Majalengka;2020;Perdesaan;Berwarna;Tidak;160567,1811
Pangandaran;2020;Perdesaan;Berwarna;Tidak;80054,24215
Purwakarta;2020;Perdesaan;Berwarna;Tidak;90312,74325
Subang;2020;Perdesaan;Berwarna;Tidak;275783,0799
Sukabumi;2020;Perdesaan;Berwarna;Tidak;345354,1791
Sumedang;2020;Perdesaan;Berwarna;Tidak;166965,2319
Tasikmalaya;2020;Perdesaan;Berwarna;Tidak;343666,9249
Kota Banjar;2020;Perdesaan;Keruh;Tidak;9767,532501
Kota Tasikmalaya;2020;Perdesaan;Keruh;Tidak;1471,106096
Kuningan;2020;Perdesaan;Keruh;Tidak;139961,5402
Majalengka;2020;Perdesaan;Keruh;Tidak;161252,4494
Pangandaran;2020;Perdesaan;Keruh;Tidak;79974,38468
Purwakarta;2020;Perdesaan;Keruh;Tidak;83710,06331
Subang;2020;Perdesaan;Keruh;Tidak;275548,5205
Sukabumi;2020;Perdesaan;Keruh;Tidak;336770,2503
Sumedang;2020;Perdesaan;Keruh;Tidak;164771,8586
Tasikmalaya;2020;Perdesaan;Keruh;Tidak;341430,2515
Kota Tasikmalaya;2021;Perdesaan;Berasa;Tidak;2603,023422
Kuningan;2021;Perdesaan;Berasa;Tidak;148402,3145
Majalengka;2021;Perdesaan;Berasa;Tidak;154935,7527
Pangandaran;2021;Perdesaan;Berasa;Tidak;75619,6027
Purwakarta;2021;Perdesaan;Berasa;Tidak;93137,10647
Subang;2021;Perdesaan;Berasa;Tidak;276675,7735
Sukabumi;2021;Perdesaan;Berasa;Tidak;352031,3842
Sumedang;2021;Perdesaan;Berasa;Tidak;171697,6986
Tasikmalaya;2021;Perdesaan;Berasa;Tidak;354195,6336
Kota Tasikmalaya;2021;Perdesaan;Berbau;Tidak;2512,122925
Kuningan;2021;Perdesaan;Berbau;Tidak;147213,3533
Majalengka;2021;Perdesaan;Berbau;Tidak;154678,2904
Pangandaran;2021;Perdesaan;Berbau;Tidak;78801,46724
Purwakarta;2021;Perdesaan;Berbau;Tidak;93137,10647
Subang;2021;Perdesaan;Berbau;Tidak;276462,0925
Sukabumi;2021;Perdesaan;Berbau;Tidak;351886,6731
Sumedang;2021;Perdesaan;Berbau;Tidak;172056,4095
Tasikmalaya;2021;Perdesaan;Berbau;Tidak;355359,8566
Kota Tasikmalaya;2021;Perdesaan;Berbusa;Tidak;2603,023422
Kuningan;2021;Perdesaan;Berbusa;Tidak;148402,3145
Majalengka;2021;Perdesaan;Berbusa;Tidak;155523,744
Pangandaran;2021;Perdesaan;Berbusa;Tidak;78878,1118
Purwakarta;2021;Perdesaan;Berbusa;Tidak;93264,02757
Subang;2021;Perdesaan;Berbusa;Tidak;277082,6938
Sukabumi;2021;Perdesaan;Berbusa;Tidak;354561,7145
Sumedang;2021;Perdesaan;Berbusa;Tidak;171775,7397
Tasikmalaya;2021;Perdesaan;Berbusa;Tidak;355359,8566
Kota Banjar;2021;Perdesaan;Berwarna;Tidak;9845,328994
Kota Tasikmalaya;2021;Perdesaan;Berwarna;Tidak;2603,023422
Kuningan;2021;Perdesaan;Berwarna;Tidak;147760,3605
Majalengka;2021;Perdesaan;Berwarna;Tidak;152598,6027
Pangandaran;2021;Perdesaan;Berwarna;Tidak;78878,1118
Purwakarta;2021;Perdesaan;Berwarna;Tidak;90291,60289
Subang;2021;Perdesaan;Berwarna;Tidak;276621,6023
Sukabumi;2021;Perdesaan;Berwarna;Tidak;347534,947
Sumedang;2021;Perdesaan;Berwarna;Tidak;171478,3627
Tasikmalaya;2021;Perdesaan;Berwarna;Tidak;353472,5628
Kota Banjar;2021;Perdesaan;Keruh;Tidak;9845,328994
Kota Tasikmalaya;2021;Perdesaan;Keruh;Tidak;2549,858807
Kuningan;2021;Perdesaan;Keruh;Tidak;147426,7102
Majalengka;2021;Perdesaan;Keruh;Tidak;151185,2323
Pangandaran;2021;Perdesaan;Keruh;Tidak;78667,04583
Purwakarta;2021;Perdesaan;Keruh;Tidak;91629,46278
Subang;2021;Perdesaan;Keruh;Tidak;274130,9564
Sukabumi;2021;Perdesaan;Keruh;Tidak;352654,1351
Sumedang;2021;Perdesaan;Keruh;Tidak;170487,931
Tasikmalaya;2021;Perdesaan;Keruh;Tidak;353914,4897
Kota Tasikmalaya;2022;Perdesaan;Berasa;Tidak;2372,595947
Kuningan;2022;Perdesaan;Berasa;Tidak;128049,2453
Majalengka;2022;Perdesaan;Berasa;Tidak;144275,9393
Pangandaran;2022;Perdesaan;Berasa;Tidak;68019,54702
Purwakarta;2022;Perdesaan;Berasa;Tidak;85418,62029
Subang;2022;Perdesaan;Berasa;Tidak;242079,4716
Sukabumi;2022;Perdesaan;Berasa;Tidak;331165,8781
Sumedang;2022;Perdesaan;Berasa;Tidak;157595,5605
Tasikmalaya;2022;Perdesaan;Berasa;Tidak;337334,5128
Kota Tasikmalaya;2022;Perdesaan;Berbau;Tidak;2444,861926
Kuningan;2022;Perdesaan;Berbau;Tidak;127341,4917
Majalengka;2022;Perdesaan;Berbau;Tidak;144695,744
Pangandaran;2022;Perdesaan;Berbau;Tidak;70215,06536
Purwakarta;2022;Perdesaan;Berbau;Tidak;89264,25592
Subang;2022;Perdesaan;Berbau;Tidak;246848,2991
Sukabumi;2022;Perdesaan;Berbau;Tidak;331404,0103
Sumedang;2022;Perdesaan;Berbau;Tidak;157660,8897
Tasikmalaya;2022;Perdesaan;Berbau;Tidak;335165,2043
Kota Tasikmalaya;2022;Perdesaan;Berbusa;Tidak;2444,861926
Kuningan;2022;Perdesaan;Berbusa;Tidak;128111,2557
Majalengka;2022;Perdesaan;Berbusa;Tidak;144695,744
Pangandaran;2022;Perdesaan;Berbusa;Tidak;70336,02652
Purwakarta;2022;Perdesaan;Berbusa;Tidak;89800,67822
Subang;2022;Perdesaan;Berbusa;Tidak;251046,3034
Sukabumi;2022;Perdesaan;Berbusa;Tidak;331404,0103
Sumedang;2022;Perdesaan;Berbusa;Tidak;158047,6022
Tasikmalaya;2022;Perdesaan;Berbusa;Tidak;337608,5091
Kota Banjar;2022;Perdesaan;Berwarna;Tidak;7031,852898
Kota Tasikmalaya;2022;Perdesaan;Berwarna;Tidak;2372,595947
Kuningan;2022;Perdesaan;Berwarna;Tidak;127520,8652
Majalengka;2022;Perdesaan;Berwarna;Tidak;144201,7266
Pangandaran;2022;Perdesaan;Berwarna;Tidak;70094,619
Purwakarta;2022;Perdesaan;Berwarna;Tidak;89271,40952
Subang;2022;Perdesaan;Berwarna;Tidak;249996,7635
Sukabumi;2022;Perdesaan;Berwarna;Tidak;329433,6498
Sumedang;2022;Perdesaan;Berwarna;Tidak;157314,4938
Tasikmalaya;2022;Perdesaan;Berwarna;Tidak;334337,2804
Kota Banjar;2022;Perdesaan;Keruh;Tidak;7362,396574
Kota Tasikmalaya;2022;Perdesaan;Keruh;Tidak;2372,595947
Kuningan;2022;Perdesaan;Keruh;Tidak;126930,3295
Majalengka;2022;Perdesaan;Keruh;Tidak;144383,773
Pangandaran;2022;Perdesaan;Keruh;Tidak;69786,48186
Purwakarta;2022;Perdesaan;Keruh;Tidak;88072,55975
Subang;2022;Perdesaan;Keruh;Tidak;245134,2677
Sukabumi;2022;Perdesaan;Keruh;Tidak;327568,5199
Sumedang;2022;Perdesaan;Keruh;Tidak;153390,5222
Tasikmalaya;2022;Perdesaan;Keruh;Tidak;324333,5726
Kota Tasikmalaya;2023;Perdesaan;Berasa;Tidak;2718,311259
Kuningan;2023;Perdesaan;Berasa;Tidak;127841,4138
Majalengka;2023;Perdesaan;Berasa;Tidak;152323,6542
Pangandaran;2023;Perdesaan;Berasa;Tidak;71400,22883
Purwakarta;2023;Perdesaan;Berasa;Tidak;80768,1982
Subang;2023;Perdesaan;Berasa;Tidak;250735,4905
Sukabumi;2023;Perdesaan;Berasa;Tidak;326953,2603
Sumedang;2023;Perdesaan;Berasa;Tidak;146742,0485
Tasikmalaya;2023;Perdesaan;Berasa;Tidak;318768,168
Kota Tasikmalaya;2023;Perdesaan;Berbau;Tidak;2718,311259
Kuningan;2023;Perdesaan;Berbau;Tidak;127912,3505
Majalengka;2023;Perdesaan;Berbau;Tidak;151636,819
Pangandaran;2023;Perdesaan;Berbau;Tidak;71950,65981
Purwakarta;2023;Perdesaan;Berbau;Tidak;80184,79379
Subang;2023;Perdesaan;Berbau;Tidak;252463,0095
Sukabumi;2023;Perdesaan;Berbau;Tidak;328734,8205
Sumedang;2023;Perdesaan;Berbau;Tidak;146742,0485
Tasikmalaya;2023;Perdesaan;Berbau;Tidak;318144,393
Kota Tasikmalaya;2023;Perdesaan;Berbusa;Tidak;2718,311259
Kuningan;2023;Perdesaan;Berbusa;Tidak;127912,3505
Majalengka;2023;Perdesaan;Berbusa;Tidak;152323,6542
Pangandaran;2023;Perdesaan;Berbusa;Tidak;71668,5548
Purwakarta;2023;Perdesaan;Berbusa;Tidak;80768,1982
Subang;2023;Perdesaan;Berbusa;Tidak;252463,0095
Sukabumi;2023;Perdesaan;Berbusa;Tidak;329417
Sumedang;2023;Perdesaan;Berbusa;Tidak;146742,0485
Tasikmalaya;2023;Perdesaan;Berbusa;Tidak;319259,1547
Kota Banjar;2023;Perdesaan;Berwarna;Tidak;8439,064271
Kota Tasikmalaya;2023;Perdesaan;Berwarna;Tidak;2718,311259
Kuningan;2023;Perdesaan;Berwarna;Tidak;128173,7636
Majalengka;2023;Perdesaan;Berwarna;Tidak;151994,7378
Pangandaran;2023;Perdesaan;Berwarna;Tidak;71950,65981
Purwakarta;2023;Perdesaan;Berwarna;Tidak;79826,99706
Subang;2023;Perdesaan;Berwarna;Tidak;251985,7952
Sukabumi;2023;Perdesaan;Berwarna;Tidak;328182,32
Sumedang;2023;Perdesaan;Berwarna;Tidak;146742,0485
Tasikmalaya;2023;Perdesaan;Berwarna;Tidak;318198,5189
Kota Banjar;2023;Perdesaan;Keruh;Tidak;8226,846367
Kota Tasikmalaya;2023;Perdesaan;Keruh;Tidak;2718,311259
Kuningan;2023;Perdesaan;Keruh;Tidak;127541,4644
Majalengka;2023;Perdesaan;Keruh;Tidak;151424,7313
Pangandaran;2023;Perdesaan;Keruh;Tidak;71950,65981
Purwakarta;2023;Perdesaan;Keruh;Tidak;79448,62753
Subang;2023;Perdesaan;Keruh;Tidak;250759,7464
Sukabumi;2023;Perdesaan;Keruh;Tidak;322827,4427
Sumedang;2023;Perdesaan;Keruh;Tidak;145694,6102
Tasikmalaya;2023;Perdesaan;Keruh;Tidak;318982,7483
Kota Tasikmalaya;2019;Perdesaan;Berasa;Ya;45,7120285
Kuningan;2019;Perdesaan;Berasa;Ya;1430,462234
Majalengka;2019;Perdesaan;Berasa;Ya;2553,815445
Pangandaran;2019;Perdesaan;Berasa;Ya;6991,431892
Purwakarta;2019;Perdesaan;Berasa;Ya;287,1346512
Subang;2019;Perdesaan;Berasa;Ya;7286,292755
Sumedang;2019;Perdesaan;Berasa;Ya;853,9580994
Tasikmalaya;2019;Perdesaan;Berasa;Ya;989,7294922
Kota Tasikmalaya;2019;Perdesaan;Berbau;Ya;45,7120285
Kuningan;2019;Perdesaan;Berbau;Ya;1106,801895
Majalengka;2019;Perdesaan;Berbau;Ya;783,9349213
Pangandaran;2019;Perdesaan;Berbau;Ya;163,7424622
Purwakarta;2019;Perdesaan;Berbau;Ya;102,4013519
Subang;2019;Perdesaan;Berbau;Ya;775,7581787
Sukabumi;2019;Perdesaan;Berbau;Ya;1659,322784
Sumedang;2019;Perdesaan;Berbau;Ya;430,809906
Kota Tasikmalaya;2019;Perdesaan;Berbusa;Ya;45,7120285
Kuningan;2019;Perdesaan;Berbusa;Ya;585,7971191
Majalengka;2019;Perdesaan;Berbusa;Ya;257,4829102
Pangandaran;2019;Perdesaan;Berbusa;Ya;163,7424622
Purwakarta;2019;Perdesaan;Berbusa;Ya;102,4013519
Kota Tasikmalaya;2019;Perdesaan;Berwarna;Ya;68,06490707
Kuningan;2019;Perdesaan;Berwarna;Ya;1755,120154
Majalengka;2019;Perdesaan;Berwarna;Ya;1650,007278
Pangandaran;2019;Perdesaan;Berwarna;Ya;525,1886864
Purwakarta;2019;Perdesaan;Berwarna;Ya;245,049942
Subang;2019;Perdesaan;Berwarna;Ya;744,8231201
Sukabumi;2019;Perdesaan;Berwarna;Ya;5771,404205
Sumedang;2019;Perdesaan;Berwarna;Ya;365,1200256
Tasikmalaya;2019;Perdesaan;Berwarna;Ya;1298,48407
Kota Banjar;2019;Perdesaan;Keruh;Ya;177,6500721
Kota Tasikmalaya;2019;Perdesaan;Keruh;Ya;68,06490707
Kuningan;2019;Perdesaan;Keruh;Ya;1487,41243
Majalengka;2019;Perdesaan;Keruh;Ya;872,8876953
Pangandaran;2019;Perdesaan;Keruh;Ya;991,1245728
Purwakarta;2019;Perdesaan;Keruh;Ya;470,2629013
Subang;2019;Perdesaan;Keruh;Ya;1741,721558
Sukabumi;2019;Perdesaan;Keruh;Ya;5970,713257
Sumedang;2019;Perdesaan;Keruh;Ya;1310,007538
Tasikmalaya;2019;Perdesaan;Keruh;Ya;4589,530365
Kuningan;2020;Perdesaan;Berasa;Ya;401,3193512
Majalengka;2020;Perdesaan;Berasa;Ya;2521,405334
Pangandaran;2020;Perdesaan;Berasa;Ya;1265,415848
Purwakarta;2020;Perdesaan;Berasa;Ya;1895,905811
Subang;2020;Perdesaan;Berasa;Ya;3231,092529
Sumedang;2020;Perdesaan;Berasa;Ya;428,1852112
Tasikmalaya;2020;Perdesaan;Berasa;Ya;259,7446594
Kuningan;2020;Perdesaan;Berbau;Ya;2995,832947
Majalengka;2020;Perdesaan;Berbau;Ya;1014,931969
Purwakarta;2020;Perdesaan;Berbau;Ya;3814,920017
Subang;2020;Perdesaan;Berbau;Ya;2734,973602
Sukabumi;2020;Perdesaan;Berbau;Ya;1595,00296
Sumedang;2020;Perdesaan;Berbau;Ya;428,1852112
Tasikmalaya;2020;Perdesaan;Berbau;Ya;589,6620178
Purwakarta;2020;Perdesaan;Berbusa;Ya;585,7724915
Subang;2020;Perdesaan;Berbusa;Ya;997,2820129
Sukabumi;2020;Perdesaan;Berbusa;Ya;618,7018433
Sumedang;2020;Perdesaan;Berbusa;Ya;428,1852112
Kuningan;2020;Perdesaan;Berwarna;Ya;544,4091797
Majalengka;2020;Perdesaan;Berwarna;Ya;2300,202568
