Tanggal;Kurs
6/17/2019 12:00:00 AM;14346
6/14/2019 12:00:00 AM;14304
6/13/2019 12:00:00 AM;14270
06/12/2019 00:00;14234
06/11/2019 00:00;14258
06/10/2019 00:00;14231
5/31/2019 12:00:00 AM;14385
5/29/2019 12:00:00 AM;14417
5/28/2019 12:00:00 AM;14380
5/27/2019 12:00:00 AM;14360
5/24/2019 12:00:00 AM;14451
5/23/2019 12:00:00 AM;14513
5/22/2019 12:00:00 AM;14488
5/21/2019 12:00:00 AM;14462
5/20/2019 12:00:00 AM;14478
5/17/2019 12:00:00 AM;14469
5/16/2019 12:00:00 AM;14458
5/15/2019 12:00:00 AM;14448
5/14/2019 12:00:00 AM;14444
5/13/2019 12:00:00 AM;14362
05/10/2019 00:00;14347
05/09/2019 00:00;14338
05/08/2019 00:00;14305
05/07/2019 00:00;14309
05/06/2019 00:00;14308
05/03/2019 00:00;14282
05/02/2019 00:00;14245
4/30/2019 12:00:00 AM;14215
4/29/2019 12:00:00 AM;14188
4/26/2019 12:00:00 AM;14188
4/25/2019 12:00:00 AM;14154
4/24/2019 12:00:00 AM;14112
4/23/2019 12:00:00 AM;14080
4/22/2019 12:00:00 AM;14056
4/18/2019 12:00:00 AM;14016
4/16/2019 12:00:00 AM;14066
4/15/2019 12:00:00 AM;14067
04/12/2019 00:00;14153
04/11/2019 00:00;14156
04/10/2019 00:00;14155
04/09/2019 00:00;14150
04/08/2019 00:00;14145
04/05/2019 00:00;14158
04/04/2019 00:00;14182
04/02/2019 00:00;14237
04/01/2019 00:00;14231
3/29/2019 12:00:00 AM;14244
3/28/2019 12:00:00 AM;14255
3/27/2019 12:00:00 AM;14202
3/26/2019 12:00:00 AM;14171
3/25/2019 12:00:00 AM;14223
3/22/2019 12:00:00 AM;14157
3/21/2019 12:00:00 AM;14102
3/20/2019 12:00:00 AM;14231
3/19/2019 12:00:00 AM;14228
3/18/2019 12:00:00 AM;14242
3/15/2019 12:00:00 AM;14310
3/14/2019 12:00:00 AM;14253
3/13/2019 12:00:00 AM;14269
03/12/2019 00:00;14251
03/11/2019 00:00;14324
03/08/2019 00:00;14223
03/06/2019 00:00;14129
03/05/2019 00:00;14146
03/04/2019 00:00;14149
03/01/2019 00:00;14111
2/28/2019 12:00:00 AM;14062
2/27/2019 12:00:00 AM;14004
2/26/2019 12:00:00 AM;13990
2/25/2019 12:00:00 AM;14007
2/22/2019 12:00:00 AM;14079
2/21/2019 12:00:00 AM;14057
2/20/2019 12:00:00 AM;14055
2/19/2019 12:00:00 AM;14119
2/18/2019 12:00:00 AM;14106
2/15/2019 12:00:00 AM;14116
2/14/2019 12:00:00 AM;14093
2/13/2019 12:00:00 AM;14027
02/12/2019 00:00;14088
02/11/2019 00:00;13995
02/08/2019 00:00;13992
02/07/2019 00:00;13978
02/06/2019 00:00;13947
02/04/2019 00:00;13976
02/01/2019 00:00;13978
1/31/2019 12:00:00 AM;14072
1/30/2019 12:00:00 AM;14112
1/29/2019 12:00:00 AM;14098
1/28/2019 12:00:00 AM;14038
1/25/2019 12:00:00 AM;14163
1/24/2019 12:00:00 AM;14141
1/23/2019 12:00:00 AM;14188
1/22/2019 12:00:00 AM;14221
1/21/2019 12:00:00 AM;14212
1/18/2019 12:00:00 AM;14182
1/17/2019 12:00:00 AM;14158
1/16/2019 12:00:00 AM;14154
1/15/2019 12:00:00 AM;14084
1/14/2019 12:00:00 AM;14052
01/11/2019 00:00;14076
01/10/2019 00:00;14093
01/09/2019 00:00;14120
01/08/2019 00:00;14031
01/07/2019 00:00;14105
01/04/2019 00:00;14350
01/03/2019 00:00;14474
01/02/2019 00:00;14465
12/31/2018 12:00:00 AM;14481
12/28/2018 12:00:00 AM;14542
12/27/2018 12:00:00 AM;14563
12/26/2018 12:00:00 AM;14602
12/21/2018 12:00:00 AM;14480
12/20/2018 12:00:00 AM;14499
12/19/2018 12:00:00 AM;14380
12/18/2018 12:00:00 AM;14523
12/17/2018 12:00:00 AM;14617
12/14/2018 12:00:00 AM;14538
12/13/2018 12:00:00 AM;14536
12/12/2018 00:00;14577
12/11/2018 00:00;14613
12/10/2018 00:00;14517
12/07/2018 00:00;14539
12/06/2018 00:00;14507
12/05/2018 00:00;14383
12/04/2018 00:00;14293
12/03/2018 00:00;14252
11/30/2018 12:00:00 AM;14339
11/29/2018 12:00:00 AM;14408
11/28/2018 12:00:00 AM;14535
11/27/2018 12:00:00 AM;14504
11/26/2018 12:00:00 AM;14551
11/23/2018 12:00:00 AM;14552
11/22/2018 12:00:00 AM;14592
11/21/2018 12:00:00 AM;14618
11/19/2018 12:00:00 AM;14586
11/16/2018 12:00:00 AM;14594
11/15/2018 12:00:00 AM;14764
11/14/2018 12:00:00 AM;14755
11/13/2018 12:00:00 AM;14895
11/12/2018 00:00;14747
11/09/2018 00:00;14632
11/08/2018 00:00;14651
11/07/2018 00:00;14764
11/06/2018 00:00;14891
11/05/2018 00:00;14972
11/02/2018 00:00;15089
11/01/2018 00:00;15195
10/31/2018 12:00:00 AM;15227
10/30/2018 12:00:00 AM;15237
10/29/2018 12:00:00 AM;15218
10/26/2018 12:00:00 AM;15207
10/25/2018 12:00:00 AM;15210
10/24/2018 12:00:00 AM;15193
10/23/2018 12:00:00 AM;15208
10/22/2018 12:00:00 AM;15192
10/19/2018 12:00:00 AM;15221
10/18/2018 12:00:00 AM;15187
10/17/2018 12:00:00 AM;15178
10/16/2018 12:00:00 AM;15206
10/15/2018 12:00:00 AM;15246
10/12/2018 00:00;15194
10/11/2018 00:00;15253
10/10/2018 00:00;15215
10/09/2018 00:00;15233
10/08/2018 00:00;15193
10/05/2018 00:00;15182
10/04/2018 00:00;15133
10/03/2018 00:00;15088
10/02/2018 00:00;14988
10/01/2018 00:00;14905
9/28/2018 12:00:00 AM;14929
9/27/2018 12:00:00 AM;14919
9/26/2018 12:00:00 AM;14938
9/25/2018 12:00:00 AM;14893
9/24/2018 12:00:00 AM;14865
9/21/2018 12:00:00 AM;14824
9/20/2018 12:00:00 AM;14839
9/19/2018 12:00:00 AM;14896
9/18/2018 12:00:00 AM;14908
9/17/2018 12:00:00 AM;14859
9/14/2018 12:00:00 AM;14835
9/13/2018 12:00:00 AM;14794
09/12/2018 00:00;14863
09/10/2018 00:00;14835
09/07/2018 00:00;14884
09/06/2018 00:00;14891
09/05/2018 00:00;14927
09/04/2018 00:00;14840
09/03/2018 00:00;14767
8/31/2018 12:00:00 AM;14711
8/30/2018 12:00:00 AM;14655
8/29/2018 12:00:00 AM;14643
8/28/2018 12:00:00 AM;14614
8/27/2018 12:00:00 AM;14610
8/24/2018 12:00:00 AM;14655
8/23/2018 12:00:00 AM;14620
8/21/2018 12:00:00 AM;14568
8/20/2018 12:00:00 AM;14578
8/16/2018 12:00:00 AM;14619
8/15/2018 12:00:00 AM;14621
8/14/2018 12:00:00 AM;14625
8/13/2018 12:00:00 AM;14583
08/10/2018 00:00;14437
08/09/2018 00:00;14422
08/08/2018 00:00;14439
08/07/2018 00:00;14485
08/06/2018 00:00;14481
08/03/2018 00:00;14503
08/02/2018 00:00;14446
08/01/2018 00:00;14442
7/31/2018 12:00:00 AM;14413
7/30/2018 12:00:00 AM;14409
7/27/2018 12:00:00 AM;14483
7/26/2018 12:00:00 AM;14443
7/25/2018 12:00:00 AM;14515
7/24/2018 12:00:00 AM;14541
7/23/2018 12:00:00 AM;14454
7/20/2018 12:00:00 AM;14520
7/19/2018 12:00:00 AM;14418
7/18/2018 12:00:00 AM;14406
7/17/2018 12:00:00 AM;14391
7/16/2018 12:00:00 AM;14396
7/13/2018 12:00:00 AM;14358
07/12/2018 00:00;14435
07/11/2018 00:00;14391
07/10/2018 00:00;14326
07/09/2018 00:00;14332
07/06/2018 00:00;14409
07/05/2018 00:00;14387
07/04/2018 00:00;14343
07/03/2018 00:00;14418
07/02/2018 00:00;14331
6/29/2018 12:00:00 AM;14404
6/28/2018 12:00:00 AM;14271
6/26/2018 12:00:00 AM;14163
6/25/2018 12:00:00 AM;14105
6/22/2018 12:00:00 AM;14102
6/21/2018 12:00:00 AM;14090
06/08/2018 00:00;13902
06/07/2018 00:00;13868
06/06/2018 00:00;13875
06/05/2018 00:00;13887
06/04/2018 00:00;13872
5/31/2018 12:00:00 AM;13951
5/30/2018 12:00:00 AM;14032
5/28/2018 12:00:00 AM;14065
5/25/2018 12:00:00 AM;14166
5/24/2018 12:00:00 AM;14205
5/23/2018 12:00:00 AM;14192
5/22/2018 12:00:00 AM;14178
5/21/2018 12:00:00 AM;14176
5/18/2018 12:00:00 AM;14107
5/17/2018 12:00:00 AM;14074
5/16/2018 12:00:00 AM;14094
5/15/2018 12:00:00 AM;14020
5/14/2018 12:00:00 AM;13976
05/11/2018 00:00;14048
05/09/2018 00:00;14074
05/08/2018 00:00;14036
05/07/2018 00:00;13956
05/04/2018 00:00;13943
05/03/2018 00:00;13965
05/02/2018 00:00;13936
4/30/2018 12:00:00 AM;13877
4/27/2018 12:00:00 AM;13879
4/26/2018 12:00:00 AM;13930
4/25/2018 12:00:00 AM;13888
4/24/2018 12:00:00 AM;13900
4/23/2018 12:00:00 AM;13894
4/20/2018 12:00:00 AM;13804
4/19/2018 12:00:00 AM;13778
4/18/2018 12:00:00 AM;13770
4/17/2018 12:00:00 AM;13770
4/16/2018 12:00:00 AM;13766
4/13/2018 12:00:00 AM;13753
04/12/2018 00:00;13763
04/11/2018 00:00;13747
04/10/2018 00:00;13759
04/09/2018 00:00;13771
04/06/2018 00:00;13771
04/05/2018 00:00;13767
04/04/2018 00:00;13760
04/03/2018 00:00;13765
04/02/2018 00:00;13750
3/29/2018 12:00:00 AM;13756
3/28/2018 12:00:00 AM;13745
3/27/2018 12:00:00 AM;13708
3/26/2018 12:00:00 AM;13776
3/23/2018 12:00:00 AM;13780
3/22/2018 12:00:00 AM;13737
3/21/2018 12:00:00 AM;13759
3/20/2018 12:00:00 AM;13761
3/19/2018 12:00:00 AM;13765
3/16/2018 12:00:00 AM;13765
3/15/2018 12:00:00 AM;13748
3/14/2018 12:00:00 AM;13739
3/13/2018 12:00:00 AM;13757
03/12/2018 00:00;13768
03/09/2018 00:00;13794
03/08/2018 00:00;13774
03/07/2018 00:00;13763
03/06/2018 00:00;13750
03/05/2018 00:00;13740
03/02/2018 00:00;13746
03/01/2018 00:00;13793
2/28/2018 12:00:00 AM;13707
2/27/2018 12:00:00 AM;13650
2/26/2018 12:00:00 AM;13659
2/23/2018 12:00:00 AM;13670
2/22/2018 12:00:00 AM;13665
2/21/2018 12:00:00 AM;13582
2/20/2018 12:00:00 AM;13573
2/19/2018 12:00:00 AM;13541
2/15/2018 12:00:00 AM;13570
2/14/2018 12:00:00 AM;13657
2/13/2018 12:00:00 AM;13644
02/12/2018 00:00;13609
02/09/2018 00:00;13643
02/08/2018 00:00;13602
02/07/2018 00:00;13533
02/06/2018 00:00;13578
02/05/2018 00:00;13498
02/02/2018 00:00;13428
02/01/2018 00:00;13402
1/31/2018 12:00:00 AM;13413
1/30/2018 12:00:00 AM;13398
1/29/2018 12:00:00 AM;13327
1/26/2018 12:00:00 AM;13303
1/25/2018 12:00:00 AM;13290
1/24/2018 12:00:00 AM;13321
1/23/2018 12:00:00 AM;13318
1/22/2018 12:00:00 AM;13334
1/19/2018 12:00:00 AM;13331
1/18/2018 12:00:00 AM;13365
1/17/2018 12:00:00 AM;13323
1/16/2018 12:00:00 AM;13333
1/15/2018 12:00:00 AM;13330
01/12/2018 00:00;13362
01/11/2018 00:00;13427
01/10/2018 00:00;13449
01/09/2018 00:00;13428
01/08/2018 00:00;13397
01/05/2018 00:00;13405
01/04/2018 00:00;13474
01/03/2018 00:00;13498
01/02/2018 00:00;13542
12/29/2017 12:00:00 AM;13548
12/28/2017 12:00:00 AM;13560
12/27/2017 12:00:00 AM;13562
12/22/2017 12:00:00 AM;13558
12/21/2017 12:00:00 AM;13545
12/20/2017 12:00:00 AM;13579
12/19/2017 12:00:00 AM;13587
12/18/2017 12:00:00 AM;13584
12/15/2017 12:00:00 AM;13573
12/14/2017 12:00:00 AM;13565
12/13/2017 12:00:00 AM;13589
12/12/2017 00:00;13550
12/11/2017 00:00;13546
12/08/2017 00:00;13556
12/07/2017 00:00;13552
12/06/2017 00:00;13524
12/05/2017 00:00;13515
12/04/2017 00:00;13527
11/30/2017 12:00:00 AM;13514
11/29/2017 12:00:00 AM;13515
11/28/2017 12:00:00 AM;13527
11/27/2017 12:00:00 AM;13511
11/24/2017 12:00:00 AM;13506
11/23/2017 12:00:00 AM;13503
11/22/2017 12:00:00 AM;13523
11/21/2017 12:00:00 AM;13544
11/20/2017 12:00:00 AM;13529
11/17/2017 12:00:00 AM;13517
11/16/2017 12:00:00 AM;13538
11/15/2017 12:00:00 AM;13539
11/14/2017 12:00:00 AM;13542
11/13/2017 12:00:00 AM;13555
11/10/2017 00:00;13514
11/09/2017 00:00;13514
11/08/2017 00:00;13524
11/07/2017 00:00;13504
11/06/2017 00:00;13529
11/03/2017 00:00;13500
11/02/2017 00:00;13562
11/01/2017 00:00;13592
10/31/2017 12:00:00 AM;13572
10/30/2017 12:00:00 AM;13580
10/27/2017 12:00:00 AM;13630
10/26/2017 12:00:00 AM;13560
10/25/2017 12:00:00 AM;13570
10/24/2017 12:00:00 AM;13529
10/23/2017 12:00:00 AM;13535
10/20/2017 12:00:00 AM;13517
10/19/2017 12:00:00 AM;13521
10/18/2017 12:00:00 AM;13514
10/17/2017 12:00:00 AM;13490
10/16/2017 12:00:00 AM;13483
10/13/2017 12:00:00 AM;13508
10/12/2017 00:00;13521
10/11/2017 00:00;13509
10/10/2017 00:00;13491
10/09/2017 00:00;13504
10/06/2017 00:00;13485
10/05/2017 00:00;13483
10/04/2017 00:00;13489
10/03/2017 00:00;13582
10/02/2017 00:00;13499
9/29/2017 12:00:00 AM;13492
9/28/2017 12:00:00 AM;13464
9/27/2017 12:00:00 AM;13384
9/26/2017 12:00:00 AM;13348
9/25/2017 12:00:00 AM;13305
9/22/2017 12:00:00 AM;13325
9/20/2017 12:00:00 AM;13270
9/19/2017 12:00:00 AM;13258
9/18/2017 12:00:00 AM;13238
9/15/2017 12:00:00 AM;13261
9/14/2017 12:00:00 AM;13239
9/13/2017 12:00:00 AM;13209
09/12/2017 00:00;13186
09/11/2017 00:00;13154
09/08/2017 00:00;13284
09/07/2017 00:00;13331
09/06/2017 00:00;13337
09/05/2017 00:00;13336
09/04/2017 00:00;13345
8/31/2017 12:00:00 AM;13351
8/30/2017 12:00:00 AM;13343
8/29/2017 12:00:00 AM;13348
8/28/2017 12:00:00 AM;13338
8/25/2017 12:00:00 AM;13348
8/24/2017 12:00:00 AM;13354
8/23/2017 12:00:00 AM;13342
8/22/2017 12:00:00 AM;13338
8/21/2017 12:00:00 AM;13355
8/18/2017 12:00:00 AM;13368
8/16/2017 12:00:00 AM;13374
8/15/2017 12:00:00 AM;13344
8/14/2017 12:00:00 AM;13344
08/11/2017 00:00;13370
08/10/2017 00:00;13338
08/09/2017 00:00;13324
08/08/2017 00:00;13319
08/07/2017 00:00;13319
08/04/2017 00:00;13324
08/03/2017 00:00;13330
08/02/2017 00:00;13331
08/01/2017 00:00;13318
7/31/2017 12:00:00 AM;13323
7/28/2017 12:00:00 AM;13326
7/27/2017 12:00:00 AM;13315
7/26/2017 12:00:00 AM;13334
7/25/2017 12:00:00 AM;13320
7/24/2017 12:00:00 AM;13319
7/21/2017 12:00:00 AM;13323
7/20/2017 12:00:00 AM;13320
7/19/2017 12:00:00 AM;13304
7/18/2017 12:00:00 AM;13314
7/17/2017 12:00:00 AM;13313
7/14/2017 12:00:00 AM;13347
7/13/2017 12:00:00 AM;13342
07/12/2017 00:00;13368
07/11/2017 00:00;13387
07/10/2017 00:00;13408
07/07/2017 00:00;13397
07/06/2017 00:00;13364
07/05/2017 00:00;13349
07/04/2017 00:00;13386
07/03/2017 00:00;13325
6/22/2017 12:00:00 AM;13319
6/21/2017 12:00:00 AM;13301
6/20/2017 12:00:00 AM;13297
6/19/2017 12:00:00 AM;13286
6/16/2017 12:00:00 AM;13298
6/15/2017 12:00:00 AM;13282
6/14/2017 12:00:00 AM;13286
6/13/2017 12:00:00 AM;13294
06/12/2017 00:00;13292
06/09/2017 00:00;13292
06/08/2017 00:00;13316
06/07/2017 00:00;13307
06/06/2017 00:00;13285
06/05/2017 00:00;13287
06/02/2017 00:00;13311
5/31/2017 12:00:00 AM;13321
5/30/2017 12:00:00 AM;13336
5/29/2017 12:00:00 AM;13312
5/26/2017 12:00:00 AM;13295
5/24/2017 12:00:00 AM;13316
5/23/2017 12:00:00 AM;13296
5/22/2017 12:00:00 AM;13297
5/19/2017 12:00:00 AM;13410
5/18/2017 12:00:00 AM;13343
5/17/2017 12:00:00 AM;13306
5/16/2017 12:00:00 AM;13298
5/15/2017 12:00:00 AM;13319
05/12/2017 00:00;13340
05/10/2017 00:00;13355
05/09/2017 00:00;13317
05/08/2017 00:00;13324
05/05/2017 00:00;13339
05/04/2017 00:00;13330
05/03/2017 00:00;13297
05/02/2017 00:00;13316
4/28/2017 12:00:00 AM;13327
4/27/2017 12:00:00 AM;13299
4/26/2017 12:00:00 AM;13278
4/25/2017 12:00:00 AM;13296
4/21/2017 12:00:00 AM;13320
4/20/2017 12:00:00 AM;13328
4/18/2017 12:00:00 AM;13299
4/17/2017 12:00:00 AM;13255
4/13/2017 12:00:00 AM;13264
04/12/2017 00:00;13298
04/11/2017 00:00;13282
04/10/2017 00:00;13323
04/07/2017 00:00;13341
04/06/2017 00:00;13327
04/05/2017 00:00;13329
04/04/2017 00:00;13326
04/03/2017 00:00;13324
3/31/2017 12:00:00 AM;13321
3/30/2017 12:00:00 AM;13316
3/29/2017 12:00:00 AM;13323
3/27/2017 12:00:00 AM;13314
3/24/2017 12:00:00 AM;13329
3/23/2017 12:00:00 AM;13332
3/22/2017 12:00:00 AM;13335
3/21/2017 12:00:00 AM;13308
3/20/2017 12:00:00 AM;13329
3/17/2017 12:00:00 AM;13342
3/16/2017 12:00:00 AM;13336
3/15/2017 12:00:00 AM;13375
3/14/2017 12:00:00 AM;13360
3/13/2017 12:00:00 AM;13364
03/10/2017 00:00;13393
03/09/2017 00:00;13373
03/08/2017 00:00;13340
03/07/2017 00:00;13350
03/06/2017 00:00;13364
03/03/2017 00:00;13375
03/02/2017 00:00;13361
03/01/2017 00:00;13361
2/28/2017 12:00:00 AM;13347
2/27/2017 12:00:00 AM;13339
2/24/2017 12:00:00 AM;13336
2/23/2017 12:00:00 AM;13360
2/22/2017 12:00:00 AM;13356
2/21/2017 12:00:00 AM;13370
2/20/2017 12:00:00 AM;13352
2/17/2017 12:00:00 AM;13328
2/16/2017 12:00:00 AM;13329
2/14/2017 12:00:00 AM;13330
2/13/2017 12:00:00 AM;13330
02/10/2017 00:00;13318
02/09/2017 00:00;13308
02/08/2017 00:00;13337
02/07/2017 00:00;13322
02/06/2017 00:00;13329
02/03/2017 00:00;13362
02/02/2017 00:00;13374
02/01/2017 00:00;13349
1/31/2017 12:00:00 AM;13343
1/30/2017 12:00:00 AM;13335
1/27/2017 12:00:00 AM;13359
1/26/2017 12:00:00 AM;13325
1/25/2017 12:00:00 AM;13340
1/24/2017 12:00:00 AM;13330
1/23/2017 12:00:00 AM;13372
1/20/2017 12:00:00 AM;13382
1/19/2017 12:00:00 AM;13376
1/18/2017 12:00:00 AM;13328
1/17/2017 12:00:00 AM;13381
1/16/2017 12:00:00 AM;13354
1/13/2017 12:00:00 AM;13308
01/12/2017 00:00;13288
01/11/2017 00:00;13327
01/10/2017 00:00;13320
01/09/2017 00:00;13385
01/06/2017 00:00;13347
01/05/2017 00:00;13370
01/04/2017 00:00;13478
01/03/2017 00:00;13485
12/30/2016 12:00:00 AM;13436
12/29/2016 12:00:00 AM;13473
12/28/2016 12:00:00 AM;13447
12/27/2016 12:00:00 AM;13436
12/23/2016 12:00:00 AM;13470
12/22/2016 12:00:00 AM;13435
12/21/2016 12:00:00 AM;13473
12/20/2016 12:00:00 AM;13393
12/19/2016 12:00:00 AM;13381
12/16/2016 12:00:00 AM;13426
12/15/2016 12:00:00 AM;13367
12/14/2016 12:00:00 AM;13285
12/13/2016 12:00:00 AM;13309
12/09/2016 00:00;13337
12/08/2016 00:00;13304
12/07/2016 00:00;13336
12/06/2016 00:00;13405
12/05/2016 00:00;13516
12/02/2016 00:00;13524
12/01/2016 00:00;13582
11/30/2016 12:00:00 AM;13563
11/29/2016 12:00:00 AM;13549
11/28/2016 12:00:00 AM;13467
11/25/2016 12:00:00 AM;13570
11/24/2016 12:00:00 AM;13540
11/23/2016 12:00:00 AM;13473
11/22/2016 12:00:00 AM;13424
11/21/2016 12:00:00 AM;13438
11/18/2016 12:00:00 AM;13408
11/17/2016 12:00:00 AM;13385
11/16/2016 12:00:00 AM;13347
11/15/2016 12:00:00 AM;13338
11/14/2016 12:00:00 AM;13358
11/11/2016 00:00;13350
11/10/2016 00:00;13118
11/09/2016 00:00;13084
11/08/2016 00:00;13090
11/07/2016 00:00;13082
11/04/2016 00:00;13103
11/03/2016 00:00;13050
11/02/2016 00:00;13058
11/01/2016 00:00;13036
10/31/2016 12:00:00 AM;13051
10/28/2016 12:00:00 AM;13048
10/27/2016 12:00:00 AM;13027
10/26/2016 12:00:00 AM;12997
10/25/2016 12:00:00 AM;13022
10/24/2016 12:00:00 AM;13047
10/21/2016 12:00:00 AM;13020
10/20/2016 12:00:00 AM;12999
10/19/2016 12:00:00 AM;13007
10/18/2016 12:00:00 AM;13044
10/17/2016 12:00:00 AM;13054
10/14/2016 12:00:00 AM;13047
10/13/2016 12:00:00 AM;13028
10/12/2016 00:00;13023
10/11/2016 00:00;12992
10/10/2016 00:00;12969
10/07/2016 00:00;13002
10/06/2016 00:00;12992
10/05/2016 00:00;12995
10/04/2016 00:00;12988
10/03/2016 00:00;13010
9/30/2016 12:00:00 AM;12998
9/29/2016 12:00:00 AM;12952
9/28/2016 12:00:00 AM;12926
9/27/2016 12:00:00 AM;13027
9/26/2016 12:00:00 AM;13076
9/23/2016 12:00:00 AM;13098
9/22/2016 12:00:00 AM;13098
9/21/2016 12:00:00 AM;13148
9/20/2016 12:00:00 AM;13142
9/19/2016 12:00:00 AM;13164
9/16/2016 12:00:00 AM;13131
9/15/2016 12:00:00 AM;13190
9/14/2016 12:00:00 AM;13228
9/13/2016 12:00:00 AM;13151
09/09/2016 00:00;13089
09/08/2016 00:00;13090
09/07/2016 00:00;13086
09/06/2016 00:00;13162
09/05/2016 00:00;13197
09/02/2016 00:00;13261
09/01/2016 00:00;13269
8/31/2016 12:00:00 AM;13300
8/30/2016 12:00:00 AM;13260
8/29/2016 12:00:00 AM;13275
8/26/2016 12:00:00 AM;13242
8/25/2016 12:00:00 AM;13267
8/24/2016 12:00:00 AM;13252
8/23/2016 12:00:00 AM;13216
8/22/2016 12:00:00 AM;13197
8/19/2016 12:00:00 AM;13119
8/18/2016 12:00:00 AM;13114
8/16/2016 12:00:00 AM;13098
8/15/2016 12:00:00 AM;13121
08/12/2016 00:00;13120
08/11/2016 00:00;13113
08/10/2016 00:00;13123
08/09/2016 00:00;13133
08/08/2016 00:00;13144
08/05/2016 00:00;13125
08/04/2016 00:00;13138
08/03/2016 00:00;13114
08/02/2016 00:00;13079
08/01/2016 00:00;13080
7/29/2016 12:00:00 AM;13094
7/28/2016 12:00:00 AM;13113
7/27/2016 12:00:00 AM;13130
7/26/2016 12:00:00 AM;13150
7/25/2016 12:00:00 AM;13135
7/22/2016 12:00:00 AM;13102
7/21/2016 12:00:00 AM;13122
7/20/2016 12:00:00 AM;13100
7/19/2016 12:00:00 AM;13086
7/18/2016 12:00:00 AM;13112
7/15/2016 12:00:00 AM;13086
7/14/2016 12:00:00 AM;13088
7/13/2016 12:00:00 AM;13095
07/12/2016 00:00;13151
07/11/2016 00:00;13112
07/01/2016 00:00;13172
6/30/2016 12:00:00 AM;13180
6/29/2016 12:00:00 AM;13166
6/28/2016 12:00:00 AM;13256
6/27/2016 12:00:00 AM;13495
6/24/2016 12:00:00 AM;13296
6/23/2016 12:00:00 AM;13265
6/22/2016 12:00:00 AM;13298
6/21/2016 12:00:00 AM;13286
6/20/2016 12:00:00 AM;13260
6/17/2016 12:00:00 AM;13358
6/16/2016 12:00:00 AM;13327
6/15/2016 12:00:00 AM;13398
6/14/2016 12:00:00 AM;13273
6/13/2016 12:00:00 AM;13341
06/10/2016 00:00;13309
06/09/2016 00:00;13231
06/08/2016 00:00;13241
06/07/2016 00:00;13375
06/06/2016 00:00;13478
06/03/2016 00:00;13612
06/02/2016 00:00;13695
06/01/2016 00:00;13671
5/31/2016 12:00:00 AM;13615
5/30/2016 12:00:00 AM;13641
5/27/2016 12:00:00 AM;13575
5/26/2016 12:00:00 AM;13615
5/25/2016 12:00:00 AM;13671
5/24/2016 12:00:00 AM;13606
5/23/2016 12:00:00 AM;13607
5/20/2016 12:00:00 AM;13573
5/19/2016 12:00:00 AM;13467
5/18/2016 12:00:00 AM;13319
5/17/2016 12:00:00 AM;13278
5/16/2016 12:00:00 AM;13328
5/13/2016 12:00:00 AM;13311
05/12/2016 00:00;13299
05/11/2016 00:00;13271
05/10/2016 00:00;13333
05/09/2016 00:00;13284
05/04/2016 00:00;13246
05/03/2016 00:00;13162
05/02/2016 00:00;13192
4/29/2016 12:00:00 AM;13204
4/28/2016 12:00:00 AM;13204
4/27/2016 12:00:00 AM;13173
4/26/2016 12:00:00 AM;13215
4/25/2016 12:00:00 AM;13235
4/22/2016 12:00:00 AM;13169
4/21/2016 12:00:00 AM;13182
4/20/2016 12:00:00 AM;13133
4/19/2016 12:00:00 AM;13150
4/18/2016 12:00:00 AM;13204
4/15/2016 12:00:00 AM;13166
4/14/2016 12:00:00 AM;13238
4/13/2016 12:00:00 AM;13096
04/12/2016 00:00;13123
04/11/2016 00:00;13134
04/08/2016 00:00;13169
04/07/2016 00:00;13197
04/06/2016 00:00;13223
04/05/2016 00:00;13217
04/04/2016 00:00;13145
04/01/2016 00:00;13200
3/31/2016 12:00:00 AM;13276
3/30/2016 12:00:00 AM;13359
3/29/2016 12:00:00 AM;13363
3/28/2016 12:00:00 AM;13323
3/24/2016 12:00:00 AM;13250
3/23/2016 12:00:00 AM;13167
3/22/2016 12:00:00 AM;13175
3/21/2016 12:00:00 AM;13160
3/18/2016 12:00:00 AM;13048
3/17/2016 12:00:00 AM;13166
3/16/2016 12:00:00 AM;13169
3/15/2016 12:00:00 AM;13087
3/14/2016 12:00:00 AM;13020
03/11/2016 00:00;13087
03/10/2016 00:00;13149
03/08/2016 00:00;13128
03/07/2016 00:00;13029
03/04/2016 00:00;13159
03/03/2016 00:00;13260
03/02/2016 00:00;13314
03/01/2016 00:00;13367
2/29/2016 12:00:00 AM;13395
2/26/2016 12:00:00 AM;13400
2/25/2016 12:00:00 AM;13416
2/24/2016 12:00:00 AM;13446
2/23/2016 12:00:00 AM;13397
2/22/2016 12:00:00 AM;13460
2/19/2016 12:00:00 AM;13549
2/18/2016 12:00:00 AM;13479
2/17/2016 12:00:00 AM;13504
2/16/2016 12:00:00 AM;13333
2/15/2016 12:00:00 AM;13476
02/12/2016 00:00;13471
02/11/2016 00:00;13369
02/10/2016 00:00;13538
02/09/2016 00:00;13689
02/05/2016 00:00;13653
02/04/2016 00:00;13662
02/03/2016 00:00;13757
02/02/2016 00:00;13621
02/01/2016 00:00;13699
1/29/2016 12:00:00 AM;13846
1/28/2016 12:00:00 AM;13889
1/27/2016 12:00:00 AM;13871
1/26/2016 12:00:00 AM;13904
1/25/2016 12:00:00 AM;13844
1/22/2016 12:00:00 AM;13874
1/21/2016 12:00:00 AM;13899
1/20/2016 12:00:00 AM;13896
1/19/2016 12:00:00 AM;13921
